"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Limosa limosa",0.206833398225793,0.766973415608167,0.825095618355665,0.683721538284313,0.439169813083276,0.479957437058038,0.593324904093107,0.198136241647249,0.545420964758056,0.603718947441903,0.331187178577919,0.17229708631566,NA,"Charadriiformes","NT",0.00694307740600244,3,5,0,"Wetland","Invertebrate",4,"No",0.546670605890769,0.25,0.157894736842105,0,0.0412094535620269,0.145604726781013,0.189565242270726,0.0645088433793573,"Very high"
"Linaria cannabina",0.057297005918962,0.785533435502826,0.866253567308073,0.698015215666666,0.40271070114445,0.464170547417927,0.645103408474662,0.202354707302263,0.686308115689564,0.653369235296813,0.401796937714233,0.265596133795211,NA,"Passeriformes","LC",0.000342276868290796,4,6,0,"Woodland","Seed",7,"No",0.580561587151748,0,0.210526315789474,0,0.0527171481644411,0.0263585740822206,0.161446569857086,0.0128321949736351,"High"
"Linaria flavirostris",0.0349694336218861,0.812589739171714,0.820384248737009,0.561172635067797,0.433241197459968,0.470061258435407,0.543252918832446,0.197153044824167,0.598369767258044,0.564267548628102,0.350470713973646,0.494693666430982,NA,"Passeriformes","LC",0.000268501128804284,3,6,0,"Grassland","Seed",2,"No",0.53509630723883,0,0.184210526315789,0,0.0461197568611484,0.0230598784305742,0.264831550026434,0.00907143155559106,"High"
"Linaria yemenensis",0.000236480627019257,0.762139660265471,0.800329999995663,0.703052837887365,0.159983380189878,0.210856090912596,0.541310377828313,0.368536964831438,0.539339968135803,0.571467070008322,0.578494438591869,0.463566911567776,NA,"Passeriformes","LC",0.000216006852631187,2,4,0,"Shrub","Seed",3,"No",0.523551078864672,0,0.105263157894737,0,0.026369791186842,0.013184895593421,0.231901696097398,0.00530215671664605,"Medium"
"Liocichla phoenicea",0.00134407007612478,0.821486720313669,0.746390386459866,0.560735958834602,0.24026280036374,0.271209115093007,0.569078047760495,0.375594952775506,0.495487644381251,0.557638797648388,0.455163611219242,0.384336322578452,NA,"Passeriformes","LC",0.000925743654133658,2,4,0,"Forest","Invertebrate",5,"No",0.509304803484977,0,0.105263157894737,0,0.0265472253872176,0.0132736126936088,0.192840196327288,0.00545665428961294,"Medium"
"Liocichla ripponi",0.00119058487441453,0.747793813916098,0.787845276188572,0.692956698511434,0.251779030851565,0.301136639711645,0.334380143410347,0.243987246244494,0.280223354262196,0.393666528096767,0.279159759681635,0.238173593186796,NA,"Passeriformes","LC",0.000925743654133658,3,3,0,"Riparian","Omnivore",3,"No",0.431292849087475,0,0.105263157894737,0,0.0265472253872176,0.0132736126936088,0.119682089030605,0.00503965650919646,"Low"
"Liocichla steerii",4.51367868988861e-05,0.764957949907457,0.725767886202048,0.490939528277133,0.124969011242714,0.164722598576019,0.323238001033438,0.298552855767284,0.300353522310499,0.45748161806748,0.360211532460469,0.36876634316725,NA,"Passeriformes","LC",0.000587368387450321,2,4,0,"Forest","Invertebrate",2,"No",0.401119450384454,0,0.105263157894737,0,0.0264626315705468,0.0132313157852734,0.184405739977074,0.00432863450312667,"Low"
"Lioparus chrysotis",0.00426802928838133,0.819129119664315,0.739391472535262,0.601991601470537,0.2786723565805,0.294411261095989,0.564283951293813,0.2724771068009,0.441718706544627,0.548773324217737,0.360500695813605,0.353122846520305,NA,"Passeriformes","LC",6.0297479388016e-05,3,5,0,"Forest","Invertebrate",3,"No",0.492134959601729,0,0.157894736842105,0,0.0394887585803733,0.0197443792901867,0.178695437904343,0.00798053372807627,"Medium"
"Loboparadisea sericea",0.000465692317196647,0.595848833954211,0.402492217364623,0.506949258649937,0.108431463496647,0.0825210552447516,NA,0.574578274302714,0.3148007149587,NA,0.467609129607468,0.368847462521965,NA,"Passeriformes","LC",0.00130880999377517,1,1,0,"Forest","Fruit",1,"No",0.381653868447381,0,0,0,0.000327202498443793,0.000163601249221896,0.184656577419581,5.09092684429633e-05,"Very low"
"Locustella accentor",3.86252921937119e-07,0.784441091554733,0.712076135526398,0.489791041375964,0.0965048765457554,0.165829071563263,NA,0.427285908580233,0.261511909066187,NA,0.379903391955415,0.42503568161616,NA,"Passeriformes","LC",0.000212814633134174,NA,NA,0,"Forest","Invertebrate",2,"No",0.414667928270994,0,NA,0,7.09382110447248e-05,3.54691055223624e-05,0.212518033934541,1.15822064060444e-05,"Very low"
"Locustella alishanensis",6.43451446718766e-05,0.757382195141157,0.739274988542685,0.524359643098812,0.119677908144983,0.163982793475285,0.339299123527161,0.302650611279756,0.305976308310432,0.452082425513515,0.37595141543782,0.305067564672781,NA,"Passeriformes","LC",0.000127688779880505,2,2,0,"Grassland","Invertebrate",2,"No",0.408063741247161,0,0.0526315789473684,0,0.0131898169318122,0.00659490846590611,0.152565954908726,0.00228056621686637,"Low"
"Locustella castanea",8.55576175489259e-05,0.996496543742001,0.895399102696683,0.52467128669783,0.0943765729137135,0.205784895733606,NA,0.763792346262429,0.429582791406715,NA,0.703201026827834,0.326034724824215,NA,"Passeriformes","LC",0.000319221949701261,NA,NA,0,"Forest","Invertebrate",3,"No",0.576663070785101,0,NA,0,0.000106407316567087,5.32036582835436e-05,0.163060141220882,2.56778044460177e-05,"Very low"
"Locustella caudata",7.25616119588321e-05,0.709182786886747,0.635780799355583,0.589066522952484,0.092816080418886,0.129329634101509,0.36442152789217,0.401552497130911,0.254715328165142,0.397100163516217,0.40905303992146,0.260043217917773,NA,"Passeriformes","LC",0.000404347802954931,NA,NA,0,"Forest","Invertebrate",2,"No",0.398301838034111,0,NA,0,0.000134782600984977,6.73913004924885e-05,0.130057889764866,2.33510547210572e-05,"Very low"
"Locustella davidi",0.00574181329476931,0.792704341699913,0.744577923871937,0.608094440487858,0.478568426447879,0.459059879912932,0.685040103738635,0.23296228325937,0.558428263338565,0.626113933356285,0.31750724273429,0.162762238398429,NA,"Passeriformes","LC",0.00013407321887453,4,6,0,"Riparian","Invertebrate",3,"No",0.550305683884766,0,0.210526315789474,0,0.0526650972520871,0.0263325486260435,0.0842520258465992,0.0132700591867175,"High"
"Locustella fluviatilis",0.10171590970978,0.778458624016691,0.880189990443021,0.811950105876366,0.377955439020841,0.446339260802308,0.623884450654894,0.223328667363161,0.667479809779931,0.619267700435778,0.440428737841035,0.174681789429888,NA,"Passeriformes","LC",0.000297940486387844,3,7,0,"Grassland","Invertebrate",6,"No",0.586928278623403,0,0.210526315789474,0,0.0527060640689654,0.0263530320344827,0.138198849569834,0.0133297711721209,"High"
"Locustella lanceolata",0.0745013951681294,0.787299319535275,0.791709317660178,0.607397367562492,0.522661250213951,0.536300594172372,0.662761388217191,0.205360708851014,0.578000482036356,0.649241005521248,0.312834681013918,0.154564185352474,NA,"Passeriformes","LC",0.000142585804199897,3,5,0,"Grassland","Invertebrate",6,"No",0.5653566114784,0,0.157894736842105,0,0.0395093306615763,0.0197546653307881,0.114532790260302,0.00988927912686712,"High"
"Locustella luscinioides",0.0200550423541113,0.834591771723144,0.851008376976325,0.790986653208239,0.474203147489496,0.515931983448062,0.532879287889209,0.168226931487489,0.604296716049448,0.521105208112351,0.334746130964819,0.137764271825919,NA,"Passeriformes","LC",0.000257505706092351,2,6,0,"Wetland","Invertebrate",5,"No",0.562797620734858,0,0.157894736842105,0,0.0395380606370494,0.0197690303185247,0.0789096570900153,0.0102480172844228,"High"
"Locustella luteoventris",0.00539752328926035,0.816335360063302,0.774412763506731,0.662539578658975,0.255726518862859,0.293129168904854,0.495437767247368,0.270332470940355,0.416630875093411,0.507243674333111,0.357928184147543,0.247636123135494,NA,"Passeriformes","LC",0.000163157885402868,3,5,0,"Shrub","Invertebrate",3,"No",0.484971636175851,0,0.157894736842105,0,0.039514473681877,0.0197572368409385,0.126516823212377,0.00836945329824995,"Medium"
"Locustella major",0.000256587934725065,0.898320335959567,0.877182260912842,0.450676052517351,0.357331976344618,0.434213463029057,0.48270750528075,0.202650809007113,0.568860478326355,0.598462222176109,0.368608717047412,0.758016578121354,NA,"Passeriformes","NT",0.000191533169820757,3,4,0,"Shrub","Invertebrate",2,"No",0.523901382060117,0.25,0.131578947368421,0,0.0329426201345605,0.14147131006728,0.379136583028039,0.0460165431055306,"Very high"
"Locustella mandelli",0.00620826908631995,0.827216460002738,0.769804340172229,0.665114819027174,0.251863030510318,0.2886036939768,0.533282390291913,0.296546217575842,0.442162717339667,0.537105340615467,0.377377693346825,0.237925335941625,NA,"Passeriformes","LC",0.000136910747316318,4,4,0,"Shrub","Invertebrate",4,"No",0.498907670285897,0,0.157894736842105,0,0.0395079118973554,0.0197539559486777,0.122066802513972,0.00865238295854262,"Medium"
"Locustella montis",2.58335380966384e-05,0.677000710840737,0.724759037574148,0.584038243473427,0.10711384646852,0.167115132740444,0.356135417225478,0.239934035870978,0.199924765442972,0.455838373454935,0.286119888160094,0.214611015506772,NA,"Passeriformes","LC",0.000180892438164048,NA,NA,0,"Forest","Invertebrate",2,"No",0.379797945125173,0,NA,0,6.02974793880161e-05,3.0148739694008e-05,0.107318424522434,1.02215873423127e-05,"Very low"
"Locustella musculus",2.77943664129523e-06,0.741979745424905,0.601502047986285,0.532774820146007,0.0822360407077076,0.111587117049888,NA,0.404031610428241,0.27394367791238,NA,0.417268564297805,0.255409786069165,NA,"Passeriformes","LC",0.000393707071298222,NA,NA,0,"Forest","Invertebrate",2,"No",0.395665452994152,0,NA,0,0.000131235690432741,6.56178452163704e-05,0.127706282752903,2.26471126991909e-05,"Very low"
"Locustella naevia",0.0390532637410397,0.820997645290035,0.791623179092742,0.638659613697353,0.537140105883486,0.531774163904976,0.559576360384329,0.170659629853194,0.502792001671313,0.546093264629369,0.276060265509179,0.192194204975084,NA,"Passeriformes","LC",0.000223455364790883,3,7,0,"Woodland","Invertebrate",5,"No",0.537537622991598,0,0.210526315789474,0,0.0526874427885661,0.0263437213942831,0.115623734358062,0.012523423579513,"High"
"Locustella portenta",4.02086119181649e-07,0.868488411718009,0.692444946341487,0.589788162244102,0.0560943077377106,0.107880939579736,NA,0.765951869826805,0.388066888365458,NA,0.77355785773902,0.231842958625698,NA,"Passeriformes","VU",0.000319221949701261,NA,NA,0,"Forest","Invertebrate",1,"No",0.530284172944041,0.5,NA,0,0.000106407316567087,0.250053203658284,0.115921680355909,0.117228127690403,"Very high"
"Locustella seebohmi",2.12599791841812e-05,0.70628884287075,0.624370383488449,0.556423550423576,0.096171500976209,0.122240977942739,0.336956032903475,0.271520885027088,0.200658606963475,0.308823835288669,0.301043134471001,0.2953727960956,NA,"Passeriformes","LC",0.000170251706507339,NA,NA,0,"Grassland","Invertebrate",1,"No",0.352449775035543,0,NA,0,5.67505688357798e-05,2.83752844178899e-05,0.147697028037392,8.52376492439855e-06,"Very low"
"Locustella tacsanowskia",0.0312108455490752,0.804948025511537,0.749643139506469,0.634544875905706,0.397182969586797,0.395212415931484,0.601252157044655,0.261433565660301,0.536676767580035,0.61040150509742,0.350569900085328,0.290374949155196,NA,"Passeriformes","LC",0.000154645300077501,5,5,0,"Shrub","Invertebrate",3,"No",0.534186532190973,0,0.210526315789474,0,0.0526702402723878,0.0263351201361939,0.160792897352136,0.011805853486226,"High"
"Locustella thoracica",0.00436674528035053,0.809212387395125,0.736857497596777,0.467791664586011,0.2847731014868,0.305277412525496,0.611956519465403,0.31832495468577,0.511353688203801,0.609104980175994,0.415524219020188,0.597409532319597,NA,"Passeriformes","LC",0.000153226535856605,3,4,0,"Shrub","Invertebrate",3,"No",0.507017642514136,0,0.131578947368421,0,0.0329330434760694,0.0164665217380347,0.300888138799974,0.00583675701407827,"Medium"
"Lonchura atricapilla",0.0122781609074939,0.719382672901183,0.764767140832445,0.724708026599344,0.183719593714316,0.246595557235685,0.343704573114982,0.343156885923779,0.305124674713314,0.398991307255793,0.383780408605952,0.114025779017907,NA,"Passeriformes","LC",0.000190469096655086,4,7,0,"Wetland","Seed",4,"No",0.441393084089679,0,0.236842105263158,0,0.0592581435899532,0.0296290717949766,0.0631519699627003,0.0122521616600547,"High"
"Lonchura castaneothorax",0.00567178501729019,0.694582081363002,0.489969219183232,0.595209881129762,0.108489906463652,0.0988064947573426,NA,0.66987837887816,0.374050829951691,NA,0.559572416997377,0.22547190659576,NA,"Passeriformes","LC",0.000223455364790883,4,6,0,"Wetland","Seed",5,"No",0.448819901090527,0,0.210526315789474,0,0.0526874427885661,0.0263437213942831,0.115571845806525,0.0104571127227082,"High"
"Lonchura ferruginosa",0.000394161821708023,0.67321100629144,0.66342961025467,0.627700924337074,0.089331457373842,0.131996175024503,0.372294019205341,0.305854366977023,0.198252440476188,0.417444059956307,0.32575413116684,0.113816893948219,NA,"Passeriformes","LC",0.000159610974850631,4,7,0,"Wetland","Seed",4,"No",0.380526819106323,0,0.236842105263158,0,0.0592504290595021,0.0296252145297511,0.0571055278849634,0.0106294272615237,"High"
"Lonchura fuscans",0.00211619028535204,0.671395342729133,0.554277181109969,0.685045675997992,0.106341694911677,0.125555359117575,0.351098500561879,0.549977732044597,0.33104505834668,0.404511032647651,0.493273353159207,0.0962981479111012,NA,"Passeriformes","LC",0.000117048048223796,4,6,0,"Grassland","Seed",4,"No",0.427252093062636,0,0.210526315789474,0,0.0526608409594244,0.0263304204797122,0.0492071690982266,0.0106961600295267,"High"
"Lonchura grandis",0.000738895457324432,0.602928696035131,0.40914409323181,0.66467645599743,0.107323484636645,0.0840774143115014,NA,0.570901126641991,0.293492355691023,NA,0.451907735742386,0.126749431135193,NA,"Passeriformes","LC",0.000192597242986428,3,6,0,"Grassland","Seed",3,"No",0.39805642028599,0,0.184210526315789,0,0.046100780889694,0.023050390444847,0.0637441632962587,0.00859048052145409,"Medium"
"Lonchura kelaarti",0.000413033138799004,0.648206416525047,0.784125380659011,0.737165617419141,0.18800607815997,0.24268554431034,0.243072145706532,0.100177510376739,0.0903311465837601,0.277876015896094,0.1319722754301,0.152857718144948,NA,"Passeriformes","LC",0.000196853535649111,5,7,0,"Grassland","Seed",3,"No",0.344361813106673,0,0.263157894736842,0,0.0658386870681228,0.0329193435340614,0.0766353756418735,0.0104674135759174,"High"
"Lonchura leucogastra",0.00427353556887905,0.678089356870565,0.624866573639458,0.677464473212492,0.105991202878541,0.143353568709148,0.392124644066196,0.449194461216537,0.304333609996406,0.44951735489659,0.4480486498687,0.0910218720282959,NA,"Passeriformes","LC",0.00015854690168496,4,6,0,"Shrub","Seed",3,"No",0.427298389535463,0,0.210526315789474,0,0.0526712156727897,0.0263356078363948,0.0476477037985875,0.0107169754472784,"High"
"Lonchura leucogastroides",0.000573959979237466,0.653408745847215,0.660398960394611,0.64073874863766,0.101150510590279,0.147205527405394,0.328866847807065,0.325383247599322,0.223253990091947,0.402957232960298,0.347919918975783,0.108664648366319,NA,"Passeriformes","LC",0.000127688779880505,4,6,0,"Grassland","Seed",3,"No",0.383128373030957,0,0.210526315789474,0,0.0526635011423385,0.0263317505711693,0.0546193041727783,0.00953741714114141,"High"
"Lonchura leucosticta",0.000491878978969084,0.605854587221857,0.512225787468185,0.706309248208979,0.136570407816702,0.127345450305238,0.449687838809618,0.370011109523855,0.285109146335524,0.551967487761868,0.360614901635407,0.0496969600316757,NA,"Passeriformes","LC",9.57665849103784e-05,NA,NA,0,"Grassland","Seed",5,"No",0.410569596508723,0,NA,0,3.19221949701261e-05,1.59610974850631e-05,0.0250944195053224,6.3886940760568e-06,"Very low"
"Lonchura maja",0.00221082092209989,0.666978350408755,0.631109739600198,0.664103773061175,0.108566943633704,0.147253459804144,0.388928260765557,0.391117497778054,0.27550058987886,0.428239549403687,0.402151014155303,0.0988131246094669,NA,"Passeriformes","LC",0.00018302058449539,3,7,0,"Grassland","Seed",3,"No",0.410394917848944,0,0.210526315789474,0,0.0526773340934923,0.0263386670467461,0.0505119727657834,0.010263258299726,"High"
"Lonchura malacca",0.00191708847396143,0.581138435573893,0.846625239025806,0.838039080992781,0.232728424195297,0.312149946626529,0.239989837827563,0.0810371980600801,0.0772783186835168,0.314349703604836,0.114643721703332,0.136517713554613,NA,"Passeriformes","LC",0.000176636145501365,4,6,0,"Wetland","Seed",4,"No",0.363797990629363,0,0.210526315789474,0,0.0526757379837438,0.0263378689918719,0.0692174010142872,0.00891844594991763,"High"
"Lonchura molucca",0.000901749629691439,0.828458720342946,0.829452752814675,0.618352957480035,0.0784661642416553,0.161578479379094,0.367469965898553,0.567516267312182,0.36080142434041,0.430693891829726,0.614935889842995,0.123944219792684,NA,"Passeriformes","LC",0.000170251706507339,4,5,0,"Grassland","Seed",3,"No",0.485772651348227,0,0.184210526315789,0,0.0460951945055742,0.0230475972527871,0.0624229847111878,0.0104970114030378,"High"
"Lonchura montana",0.000140546603963613,0.57539527624757,0.384163616876953,0.374870132621876,0.108300827284511,0.0790648242700902,NA,0.563457366001,0.297617400298681,NA,0.450901047632843,0.580733932851766,NA,"Passeriformes","LC",0.0002447368281043,NA,NA,0,"Grassland","Seed",4,"No",0.35422131140419,0,NA,0,8.15789427014335e-05,4.07894713507167e-05,0.290437239727865,1.02521175654449e-05,"Very low"
"Lonchura nevermanni",0.000217100984424306,0.626005255191804,0.60845596058197,0.707074503438291,0.137104439207189,0.15523195372013,0.449687838809618,0.318697362158387,0.280137912929609,0.551967487761868,0.347435473996794,0.049360296794765,NA,"Passeriformes","LC",0.000153226535856605,3,6,0,"Grassland","Seed",4,"No",0.418179818779566,0,0.184210526315789,0,0.0460909382129115,0.0230454691064558,0.0247886988895947,0.0093982576827782,"High"
"Lonchura pallida",0.000652300840308408,0.821835716560732,0.836543944209737,0.617615621910495,0.0886552238943204,0.172701473619999,0.36602035752403,0.515783935048357,0.362807045125358,0.429051393293265,0.578333039739731,0.148211042927501,NA,"Passeriformes","LC",0.000170251706507339,4,6,0,"Shrub","Seed",3,"No",0.478934775092602,0,0.210526315789474,0,0.0526741418739953,0.0263370709369976,0.0744316718839047,0.0116748774524789,"High"
"Lonchura punctulata",0.0220587363259627,0.723510178448052,0.799917737475634,0.728560078602992,0.224173677417824,0.2868261752259,0.377885653741082,0.254909425599955,0.294614871818007,0.425590278417976,0.317652536486089,0.166988675117539,NA,"Passeriformes","LC",0.000212814633134174,3,6,0,"Shrub","Seed",4,"No",0.443364061323351,0,0.184210526315789,0,0.0461058352372309,0.0230529176186155,0.0945237057217508,0.00925472396388701,"High"
"Lonchura quinticolor",0.000250113333234187,0.694245288213965,0.765975506346667,0.626156064806301,0.0776346967109139,0.137149475049257,0.365557963330099,0.283335330845992,0.270109429309255,0.424688644031025,0.410005761896092,0.111453356231895,NA,"Passeriformes","LC",0.000188340950323744,5,6,0,"Shrub","Seed",3,"No",0.405485816053957,0,0.236842105263158,0,0.0592576115533704,0.0296288057766852,0.0558517347825644,0.0113430543689665,"High"
"Lonchura spectabilis",0.000616124301852796,0.574828404112477,0.388336576794642,0.676400965433319,0.110532516797207,0.0824306066536588,NA,0.544571252857425,0.286540126120493,NA,0.430739706638757,0.116922430239171,NA,"Passeriformes","LC",0.000159610974850631,3,6,0,"Grassland","Seed",4,"No",0.386797519425997,0,0.184210526315789,0,0.04609253432266,0.02304626716133,0.0587692772705121,0.0083903555883459,"Medium"
"Lonchura striata",0.0166413418947036,0.734189800425392,0.799612904914048,0.735442403354979,0.23301393358495,0.294330040248166,0.442078835158695,0.247003776378963,0.332830297906951,0.464920025296867,0.322447223951759,0.135652954520087,NA,"Passeriformes","LC",0.000154290609022276,3,6,0,"Shrub","Seed",4,"No",0.460586924122077,0,0.184210526315789,0,0.0460912042312029,0.0230456021156015,0.0761471482073954,0.00980623886041288,"High"
"Lonchura stygia",5.40848282159219e-05,0.620806370599137,0.575339236731601,0.706975667910994,0.137847926727663,0.146598985891393,NA,0.325595444940192,0.262694060532551,NA,0.344844728324852,0.0504859936523387,NA,"Passeriformes","LC",0.000148970243193922,4,6,0,"Savanna","Seed",3,"No",0.390087802707298,0,0.210526315789474,0,0.0526688215081669,0.0263344107540835,0.0252700392402773,0.0100131400751255,"High"
"Lonchura tristissima",0.00193951710396319,0.641107818383251,0.475610377735586,0.670413112115797,0.113658397920441,0.101883333822419,0.37879802508143,0.55311235801212,0.325628937509307,0.5110236108943,0.475696726025843,0.0953526690716136,NA,"Passeriformes","LC",9.7185349131273e-05,NA,NA,0,"Shrub","Seed",3,"No",0.424693269750049,0,NA,0,3.2395116377091e-05,1.61975581885455e-05,0.0486460930877884,6.54435776906377e-06,"Very low"
"Lophoceros nasutus",0.0289045115489255,0.792628920676565,0.805471773173405,0.79132272263613,0.158680654276348,0.213306037646294,0.564197281090385,0.444737390925118,0.560659874777393,0.628715646683692,0.611132397622101,0.226779584238424,NA,"Bucerotiformes","LC",0.00421372973605665,2,5,0,"Woodland","Invertebrate",5,"No",0.557085269950743,0,0.131578947368421,0,0.0339481692761194,0.0169740846380597,0.127842047893675,0.00824713651694235,"Medium"
"Lophophanes cristatus",0.0294317245708365,0.764903185607217,0.811177944142719,0.596759482480063,0.604555118816292,0.63460805933686,0.856173879415709,0.173937822194204,0.671064511891763,0.875198528116494,0.285209323274615,0.119843401921367,NA,"Passeriformes","LC",0.00016635010489988,5,11,0,"Woodland","Invertebrate",3,"No",0.627358785527594,0,0.368421052631579,0,0.0921468506841197,0.0460734253420599,0.0746375632461017,0.0267472016329736,"Very high"
"Lophophanes dichrous",0.00321136013269971,0.801556855884726,0.727795512673986,0.418960281111366,0.282501477639863,0.297415458707112,0.590850703112192,0.279113240983508,0.473543657336215,0.583793372084318,0.378388782367896,0.690795206322139,NA,"Passeriformes","LC",0.00018302058449539,4,5,0,"Forest","Invertebrate",2,"No",0.483391934190118,0,0.184210526315789,0,0.0460983867250712,0.0230491933625356,0.34700328322742,0.0072755550061138,"Medium"
"Lophophorus impejanus",0.00160209381699494,0.815929575749446,0.821016693649646,0.381483930255395,0.261440432755354,0.330090178062792,0.471658831860707,0.294048703437702,0.483906250705488,0.527004961589481,0.414548175964376,0.799186031700159,NA,"Galliformes","LC",0.044127114180371,2,8,0,"Forest","Omnivore",3,"No",0.480112773403039,0,0.210526315789474,0,0.0636633574924612,0.0318316787462306,0.400394062758577,0.00916365495837732,"High"
"Lophophorus lhuysii",0.000592228919348441,0.809444387536646,0.736701169044294,0.328064447787011,0.30553607543255,0.318867041023107,0.718623332406878,0.286344851588525,0.561996639900469,0.625553502420175,0.411056691160724,0.872765658974329,NA,"Galliformes","VU",0.0639224219724016,3,5,0,"Forest","Plant",4,"No",0.510218813830038,0.5,0.157894736842105,0,0.0554542897036267,0.277727144851813,0.436678943946839,0.0798235030765241,"Very high"
"Lophophorus sclateri",0.000560375963079544,0.829309007416558,0.727951891745812,0.385220832922566,0.2284251469662,0.249212067467046,0.486714806404688,0.267313779952493,0.394873278892344,0.491235286513981,0.366225640246762,0.691920765925653,NA,"Galliformes","LC",0.051032949025575,2,3,0,"Forest","Herbivore",3,"No",0.442648173852845,0,0.0789473684210526,0,0.0324950793616569,0.0162475396808285,0.346240570944366,0.00470180105243109,"Low"
"Lophorina magnifica",0.00142712993842845,0.643874645072032,0.46303224001466,0.668856047759853,0.111134045493741,0.0966577791090946,0.307908211353241,0.579952829311595,0.331376028883098,0.470079734026731,0.491051457160239,0.0962656223229783,NA,"Passeriformes","LC",0.00338375266683337,1,2,0,"Forest","Fruit",5,"No",0.416392301818429,0,0.0263157894736842,0,0.00742488553512939,0.0037124427675647,0.0488463761307033,0.00147032426926069,"Low"
"Lophorina superba",4.23709341779604e-05,0.800491817195498,0.606786606454331,0.530764587041162,0.0974412919455341,0.124840900212545,NA,0.720264114091062,0.396275646919773,NA,0.621096282668062,0.286099688025908,NA,"Passeriformes","LC",0.00153226535856605,1,2,0,"Forest","Omnivore",2,"No",0.487245155815996,0,0.0263157894736842,0,0.00696201370806257,0.00348100685403128,0.143071029480043,0.00145344042066376,"Low"
"Lophotriorchis kienerii",0.0110841608670465,0.699239771673819,0.729325872728546,0.697724123999266,0.156354284982283,0.212577649885048,0.330326994014273,0.350604726344448,0.291027902822339,0.38866736927368,0.381062270606006,0.123184237694333,NA,"Accipitriformes","NT",0.0169240836999952,1,1,0,"Forest","Vertebrate",1,"No",0.423691096632971,0.25,0,0,0.0042310209249988,0.127115510462499,0.0671341992806895,0.0502420157891676,"Very high"
"Lophura bulweri",0.000788229488621682,0.656385937621622,0.506200355295906,0.656997253799892,0.10869984571828,0.116375100467305,NA,0.574162244606742,0.326486231407719,NA,0.488623180959957,0.158040464380187,NA,"Galliformes","VU",0.0275275727959054,1,5,0,"Forest","Invertebrate",2,"No",0.429241268734678,0.5,0.105263157894737,0,0.0331976826726606,0.26659884133633,0.0794143469344044,0.105347426246803,"Very high"
"Lophura diardi",0.00152551741453701,0.806248695784031,0.841726853177585,0.736066597693409,0.215959711416138,0.294001708878715,0.403733621645518,0.301292015771823,0.345980445569176,0.478188172177614,0.361093497860498,0.134665146900394,NA,"Galliformes","LC",0.0220830650982229,4,8,0,"Forest","Omnivore",4,"No",0.478429131997451,0,0.263157894736842,0,0.0713102399587662,0.0356551199793831,0.0680953321574655,0.0158968474133365,"High"
"Lophura edwardsi",2.46864682769612e-05,0.956861614992431,0.943380997280032,0.729508174406591,0.202032291234843,0.325899989736576,0.721622405044719,0.438214074139182,0.636973536151866,0.694834895152751,0.594722792175449,0.0889891869147592,NA,"Galliformes","CR (PEW)",0.0230762000528489,4,7,0,"Forest","Herbivore",2,"No",0.624405077031444,1,0.236842105263158,0,0.0649795763290017,0.532489788164501,0.0445069366915181,0.317691245761136,"Very high"
"Lophura erythrophthalma",0.00107616170383629,0.664768191458349,0.620872596582864,0.694283524631049,0.111233545356128,0.152570985827964,0.457081440010832,0.446362785669165,0.30701745540264,0.468137819898927,0.447058958907815,0.0604801833033469,NA,"Galliformes","CR",0.0217212802218948,3,6,0,"Forest","Omnivore",2,"No",0.436938730374573,1,0.184210526315789,0,0.0514829516344211,0.525741475817211,0.0307781725035916,0.222646549252912,"Very high"
"Lophura inornata",0.000205104800583491,0.67266993932582,0.537214624384151,0.551108538397,0.110301616693983,0.116234274042095,0.439898913006543,0.387236014475361,0.275277486782653,0.455859310934978,0.382216867469297,0.280529264867568,NA,"Galliformes","NT",0.0144926765164373,2,2,0,"Forest","Omnivore",1,"No",0.392801758551188,0.25,0.0526315789473684,0,0.0167810638659514,0.133390531932976,0.140367184834076,0.0450413515153144,"Very high"
"Lophura leucomelanos",0.00412617950755253,0.740660218580232,0.809709994251566,0.634994001575472,0.253721223902688,0.3163849426335,0.365997746771714,0.269792087952484,0.341398713791924,0.429120384178521,0.340296550635056,0.325636882931976,NA,"Galliformes","LC",0.0187170469841506,5,10,0,"Forest","Omnivore",3,"No",0.450207586427316,0,0.342105263157895,0,0.0902055775355113,0.0451027887677557,0.164881531219764,0.016957596338105,"High"
"Lophura nycthemera",0.00330481938121428,0.812860118385117,0.770611056304606,0.680117988326395,0.233148581237287,0.274225664227299,0.447339815114488,0.28623437133636,0.353958064158962,0.474801764422827,0.335545993561293,0.230347641900166,NA,"Galliformes","LC",0.0285384423032928,6,12,0,"Forest","Omnivore",2,"No",0.466884341707464,0,0.421052631578947,0,0.11239776847056,0.05619888423528,0.11682623064069,0.0231730481459099,"High"
