species,iucn_category,area_global,pa_count,pa_quality_mean,mhw_freq,mhw_total_days,mhw_max_int,mhw_mean_int,mhw_cum_int,slope_intensity,slope_freq,slope_cum,slope_max,slope_total,dem_mean,dem_range,order,svl,hll,fll,hl,hw,tl,Exposure,iucn_num,Trait_sensitivity,Sensitivity,Suitability,Risk_index,Risk_level
Scutiger mammatus,LC,0.0234518356482784,0.375,0.937634245091144,0.690350483907804,0.589487490873521,0.151344074092207,0.376408987276737,0.390297514724055,0.631710004193347,0.393998381137957,0.438858502056475,0.547589710488686,0.521320326616024,0.906861172065094,0.498638530844759,Anura,0.142557651991614,0.482697426796806,0.181190855919881,0.172809453205546,0.205950527768146,0.0881755383990248,0.473136547536681,0,0.212230242346836,0.106115121173418,0.548317156729855,0.0226776143476253,Low
Scutiger spinosus,CR,7.73489772902912e-07,0,1,0.663291139943423,0.591317642727837,0.203412007265754,0.350208926874486,0.359745322170828,0.453148441240222,0.29570784289076,0.304838234838945,0.371416084211336,0.428469347099642,0.750149559317174,0.0510638863911507,Anura,0.110228401191658,NA,NA,0.143995205862759,0.157422639111675,0.068061763510768,0.402155498926323,1,0.119927002419215,0.559963501209608,0.360242843839619,0.144068450186705,Very high
Scutiger tuberculatus,VU,0.00104874116373653,0.125,1,0.72350210735573,0.53179703010639,0.41110106172941,0.403413528535037,0.356297476779681,0.66004693695322,0.468485178318949,0.468204237671795,0.634615986421829,0.546838788909563,0.541222068486842,0.328824788206518,Anura,0.148184927728125,0.485063590653653,0.207495268291483,0.194087666627911,0.22545683595359,0.0906135717188135,0.520430233278161,0.5,0.225150310162263,0.362575155081131,0.399219119571419,0.113364391812959,High
Scutiger wuguanfui,DD,7.62316387560297e-07,0,1,0.663291139943423,0.591317642727837,0.203412007265754,0.350208926874486,0.359745322170828,0.453148441240222,0.29570784289076,0.304838234838945,0.371416084211336,0.428469347099642,0.750149559317174,0.0510638863911507,Anura,0.207017543859649,NA,0.333486658830335,0.287357168795946,0.352485720966115,0.128078017066233,0.402155498926323,NA,0.261685021903656,0.261685021903656,0.360242841604942,0.0673268089669825,Medium
Siamophryne troglodytes,CR,0.00189916005874767,0.375,0.535609338188049,0.460094609029904,0.78753880250615,0.811763139732431,0.288078332129958,0.437173382488398,0.642781121045052,0.310580622062429,0.376112195086788,0.50892750047122,0.461661093935609,0.114564802116558,0.174535913967033,Anura,0.043583802272978,NA,0.122511782167846,0.0473566532361833,0.0551334620416639,0.0300690776107274,0.508471079848794,1,0.0597309554658798,0.52986547773294,0.240321842866077,0.204673455130227,Very high
Sigalegalephrynus minangkabauensis,DD,7.78288431007916e-07,0,1,0.321518962036777,0.155670311707448,0.446412374008484,0.114457935385294,0.0640833015366193,NA,0.447707833534848,0.253632132228738,NA,0.43709158160435,0.275919924876054,0.0282771038647572,Anura,0.0324837250358601,NA,0.0631582363037191,0.0419484406579988,0.0424781499018393,0.0185290532303942,0.28007180400532,NA,0.0397195210259623,0.0397195210259623,0.260839561405848,0.00822265570391476,Very low
Sphenophryne brevicrus,LC,0.000186760460032629,0.25,0.874839911514729,0.362769911147351,0.110222411324036,0.249702025605082,0.150404051095281,0.0706034537471969,NA,0.691652092286048,0.313392294589037,NA,0.580045946950282,0.594953378180823,0.406534727734005,Anura,0.0428114310934569,NA,NA,NA,0.0678839269043444,0.016976838683462,0.316099023343039,0,0.0425573988937544,0.0212786994468772,0.425302955577918,0.00386551353250004,Very low
Sphenophryne cornuta,LC,0.0382394762980791,0.75,0.768759703551836,0.431635729824359,0.214643495833934,0.669867734643812,0.155358797823888,0.0931451588254146,0.436435554852501,0.702548461744555,0.352360832996313,0.455063402954459,0.62138623271629,0.0713285924151221,0.483890768788658,Anura,0.0538453050866159,NA,NA,NA,0.0757149959953787,0.0398171475010158,0.413244540221553,0,0.0564591495276702,0.0282295747638351,0.422443708210739,0.00673760862348933,Very low
Sumaterana crassiovis,LC,0.008418272631065,0.875,0.894073795833454,0.44872820075702,0.299283394794682,0.5558099462049,0.154526431,0.123236970387458,0.534448243120801,0.502817865464896,0.292011167598554,0.435840669218419,0.503551630015316,0.193127626529739,0.36866601640099,Anura,0.105715546728456,NA,0.135259305086392,0.164697134338269,0.160515102604489,0.123587972368956,0.385025451860604,0,0.137955012225312,0.0689775061126562,0.46785714227905,0.0141327008133074,Very low
Theloderma baibungense,LC,0.0138718884965881,0.625,0.72579528328785,0.700269794499071,0.571705151079661,0.679092599938305,0.321277051879917,0.338899740588367,0.552814917498855,0.584134119619438,0.465884049815869,0.505557711529016,0.636873534501583,0.145726163824559,0.625786213202346,Anura,0.0242745227849498,0.0641821946169772,NA,0.0389340270898304,0.0389574991561738,0.0127996749288907,0.535650867095008,0,0.0358295837153644,0.0179147918576822,0.427235909762269,0.00549628647555472,Very low
Theloderma lacustrinum,DD,5.30647532137423e-05,0,NA,0.756455699717114,0.725109954432933,0.857018856527379,0.472488644318851,0.559043499947444,0.352373998085788,0.430118633208287,0.424868435005053,0.449633393736751,0.51559498269763,0.0882513628753739,0.0155350081025462,Anura,0.0295707823016661,NA,0.10632445147763,0.0540060949306725,0.0389574991561738,0.0278342137342544,0.554270609767723,NA,0.0513386083200793,0.0513386083200793,0.0259598589327835,0.0277167814464087,Low
Theloderma laeve,LC,0.00539799690300286,0.625,0.787396512682777,0.670422405292237,0.679305394528472,0.66581518049959,0.21759665880653,0.294855132428483,0.632839877860449,0.536309863697964,0.429391660236389,0.588811206644249,0.634915321637527,0.126718971390619,0.202240071304407,Anura,0.0461215932914046,0.180124223602484,0.0510177382860567,0.0566658716084682,0.0541819348131057,0.0375863470134092,0.535026270163189,0,0.0709496181024881,0.0354748090512441,0.349350710456161,0.0123492940876106,Very low
Theloderma nebulosum,EN,5.75928026608804e-05,0.25,0.6497506600176,0.88607595920792,0.710397155692533,0.518248626654114,0.20094512621841,0.290609276792882,NA,0.721278238221468,0.455866209058431,NA,0.705148699604106,0.289167677898709,0.11664334523216,Anura,0.0542866600463423,NA,NA,0.0690781627715146,0.075115533841387,0.0453067858594067,0.561071161431233,0.75,0.0609467856296627,0.405473392814831,0.261123855190226,0.168093899890402,Very high
Theloderma palliatum,EN,6.94597394965076e-05,0.25,0.877181641887524,0.666455692775815,0.662841843173253,0.510902459894359,0.143644174841276,0.215316063810078,NA,0.594855570613748,0.416583332784035,NA,0.690714150713906,0.218845454290928,0.0740102271203795,Anura,0.0477766743903785,NA,NA,0.066418386093719,0.0675033160129211,0.041446566436408,0.487664161075809,0.75,0.0557862357333566,0.402893117866678,0.284021356607666,0.140673002506353,Very high
Theloderma pyaukkya,LC,0.00013864473905683,0.375,0.905428571428571,0.60072332715498,0.633882471686609,0.674668175925037,0.440453411041802,0.454581178760056,0.672108443715292,0.417161665979012,0.417694024375895,0.541619732814775,0.490996780201135,0.194830165589303,0.197546116187995,Anura,0.0548604214939865,NA,0.186721527239038,0.0733338054559877,0.0831083625612763,0.0472572125152377,0.534388921165459,0,0.0890562658531053,0.0445281329265527,0.334588699588985,0.0158336887427272,Very low
Theloderma ryabovi,EN,7.7887044317421e-05,0.125,0.285714285714286,0.824472582626118,0.674698799358655,0.528002213854935,0.20077722257495,0.277293234326585,NA,0.644487739375428,0.443832417390832,NA,0.664297390448316,0.27251099359646,0.0415118106834374,Anura,0.106410680790025,0.503756285122745,NA,0.181498057019678,0.201668655239633,0.0980495733441691,0.532232699994477,0.75,0.21827665030325,0.484138325151625,0.1449629954077,0.220321017141639,Very high
Theloderma stellatum,LC,0.00551578799092502,0.875,0.50404641044235,0.504139821377985,0.716952881117767,0.773992197350212,0.262541225953622,0.368542943795779,0.478432531743115,0.355474794385412,0.288611063524849,0.369316078369197,0.434631610734246,0.113312057850231,0.176458208205197,Anura,0.0648791790797749,0.242236024844721,NA,0.125820065231156,0.113176622983717,0.0562779357984559,0.455263514835218,0,0.120477965587565,0.0602389827937824,0.334866492897741,0.0182410277198192,Low
Theloderma truongsonense,LC,0.00842097341613579,0.625,0.712114026884603,0.733152919643403,0.693414048475915,0.673145074643711,0.247804234884441,0.32691602375679,0.600583520764894,0.579173440173938,0.460995816724191,0.572918945522733,0.658209722457421,0.144856220446037,0.226490491183323,Anura,0.0445768509323624,0.173025732031943,0.049668794061872,0.0619854249640595,0.0570365164987804,0.0339292970337261,0.554631374704744,0,0.0700371025871239,0.035018551293562,0.34337634238602,0.0127531989518271,Very low
Triturus anatolicus,LC,0.00531994397249182,0,NA,0.670715852751414,0.72305954848417,0.613343307860421,0.605899777089087,0.679994331450112,0.872256237417706,0.495857021896336,0.907930603361841,1,0.70829327828346,0.20667533844684,0.333257234607443,Caudata,0.129663782092023,NA,0.276773189577067,0.13189955477407,0.0916313278731371,NA,0.727734995859455,0,0.157491963579074,0.0787459817895371,0.136313129256694,0.0494946183661478,Medium
Tylototriton anguliceps,LC,0.000598244068634211,0.5,0.726619212065684,0.696105156133718,0.592450384552334,0.641133776347029,0.325596667310412,0.357527700857095,0.607103949429437,0.437459867903672,0.411080462317943,0.484421675160912,0.500793448995187,0.268393528369024,0.125594750306326,Caudata,0.135937327595719,NA,0.266965497831002,0.130001455816707,0.12399334663616,0.239171068671272,0.505367308900774,0,0.179213739310172,0.089606869655086,0.324241146961934,0.0306013224305091,Low
Tylototriton asperrimus,NT,0.0090868318852792,0.25,0.799699896117887,0.717277462159823,0.549401138954431,0.72858705030033,0.315268575430523,0.289965927428234,0.554660822484669,0.360173879578894,0.327001038722527,0.431277735506338,0.432966922463182,0.105469341761766,0.186591276666355,Caudata,0.158446430541763,NA,0.247963595017024,0.154191016460976,0.151713475740326,0.286468915075173,0.470658055302895,0.25,0.199756686567052,0.224878343283526,0.270169469286258,0.0772458499571148,High
Tylototriton broadoridgus,VU,0.00169469308333936,0.375,0.981109366823653,0.661003661598087,0.675850124133018,0.699692185886549,0.453419537772603,0.474492334638625,0.611730874207341,0.342037828101504,0.428796857141707,0.524433808570896,0.479278167958244,0.161291466407197,0.221144445544601,Caudata,0.155136268343816,NA,0.278786970539645,0.151087943670215,0.151713475740326,0.236082893132873,0.535073538000857,0.5,0.194561510285375,0.347280755142687,0.348047994371758,0.121146205651854,High
Tylototriton kweichowensis,VU,0.00415582528997398,0.25,0.979906885567263,0.692323570547741,0.536606267269954,0.599014274614998,0.477596695366421,0.415693020914655,0.584123362435106,0.441651861756323,0.449582626013993,0.544259909666345,0.514994794806453,0.335998416247148,0.288535068303925,Caudata,0.218250027584685,NA,NA,0.151974535896146,0.174550129225723,0.297643234457538,0.525584638339199,0.5,0.210604481791023,0.355302240895512,0.371719239081662,0.1173260287501,High
Tylototriton liuyangensis,EN,0.000199887783512727,0.125,1,0.669505168940467,0.744345338638321,0.746506944316238,0.412325998377811,0.482957480666519,0.524857615138243,0.345893236695689,0.42978074711061,0.479065915650015,0.504143943591768,0.0924631039488174,0.0923731600519208,Caudata,0.159108462981353,NA,0.270221174716072,0.140005540846066,0.147907366826093,0.227143437626981,0.533938238912568,0.75,0.188877196599313,0.469438598299656,0.26200723035685,0.184978786921078,Very high
Tylototriton notialis,VU,5.27086303541621e-05,0.25,0.9565453557849,0.789873386512025,0.675081267166091,0.746080963659609,0.391904500539526,0.439636821016392,0.650032470749538,0.417314884130379,0.478914685515901,0.487368833292302,0.560030803529437,0.142368030248091,0.0449066766071659,Caudata,0.157916804590092,NA,0.342929268399628,0.165362078507718,NA,0.247826086956522,0.56362386161112,0.5,0.22850855961349,0.364254279806745,0.278774554254102,0.14806931768835,Very high
Tylototriton panhai,VU,0.000438164828273155,0.25,0.13957864127491,0.531645563030411,0.698253333829994,0.723907714416665,0.315411716645577,0.38989223160301,0.334813376890191,0.277249246910524,0.124752980775388,0.202692569940102,0.280493057159524,0.189263878173607,0.0959734392143966,Caudata,0.150281363786826,NA,0.275946768475624,0.144704036347392,0.143042683870089,0.250425436814303,0.387911179120138,0.5,0.192880057858847,0.346440028929423,0.135050824698237,0.11623875527319,High
Tylototriton podichthys,LC,0.00124631767749088,0.375,0.524740918897889,0.813251587544863,0.580799390355729,0.622991352697322,0.296259754527569,0.310832494579698,0.563602033783433,0.595587342399033,0.454062844602409,0.567102011249012,0.594893230827895,0.264059717205882,0.111432549486178,Caudata,0.146971201588878,NA,0.309340557217429,0.156850793138772,NA,0.237505079236083,0.539938204256696,0,0.21266690779529,0.106333453897645,0.255295900653488,0.0427560644512425,Medium
Tylototriton shanjing,VU,0.0101946272654658,0.25,0.933016055359536,0.646203100527334,0.556399247124204,0.586379042350827,0.334887162620246,0.346489367238279,0.50312006643624,0.502917746531019,0.406408666933896,0.447577734868245,0.54779386061439,0.378444572674277,0.401952392148914,Caudata,0.162970318878958,NA,0.293827698639304,0.15153123978318,0.135061749240556,0.267980495733442,0.487817599524468,0.5,0.202274300455088,0.351137150227544,0.394721529489638,0.103678682904612,High
Tylototriton sparreboomi,DD,4.17605070799614e-06,0,NA,0.762869187534184,0.504239183939514,0.607250177761848,0.25105289476065,0.257569848942065,0.752824041078114,0.583304910322877,0.489645708511329,0.698976996220457,0.617324331786175,0.229784825690339,0.0427576985628655,Caudata,0.133598146309169,NA,0.295581326130745,0.146300345650182,0.075115533841387,0.210564811052418,0.552505728085721,NA,0.17223203259678,0.17223203259678,0.0681366750759781,0.088675354130056,High
Tylototriton verrucosus,NT,0.00211466380436927,0.25,0.894052044609666,0.676705574663873,0.493801222363769,0.554604102186165,0.310736834389977,0.280374205986297,0.508447322013255,0.53006318631655,0.376783753809768,0.469513892216724,0.532978872008811,0.350223557546633,0.255976746909205,Caudata,0.154915590863952,NA,0.305968196656967,0.129366434134883,0.129352585869207,0.2842340511987,0.473400896595519,0.25,0.200767371744742,0.225383685872371,0.350473402573975,0.0693024347722857,Medium
Tylototriton wenxianensis,VU,0.00352410615161897,0.25,0.994452953595231,0.642372081861849,0.603060710163831,0.635205073599553,0.455890353962558,0.451155825573255,0.664794318906634,0.356957665837457,0.445639640630138,0.527761709612304,0.491904364390084,0.252545436364891,0.38417641803497,Caudata,0.148736621427783,NA,0.274942479500718,0.124046880779292,0.13315869478344,0.221251523770825,0.527474174453766,0.5,0.180427240052412,0.340213620026206,0.376939782829342,0.111810584885082,High
Tylototriton ziegleri,VU,0.000427748827887449,0.375,0.904831320283216,0.662106114013663,0.380455968673076,0.645957995209173,0.339723755463254,0.237255483479617,0.552417081351311,0.455562405703368,0.380468822228751,0.526526698718213,0.483236757898883,0.209579812085814,0.141600943739759,Caudata,0.136268343815514,NA,0.265499869931426,0.132912803038611,0.140295148997627,0.260666395774076,0.466371108273931,0.5,0.18712851231145,0.343564256155725,0.326287964987335,0.107947830337553,High
Uperodon globulosus,LC,0.148737916861676,0.625,0.737464038059861,0.397043918235851,0.719036702654386,0.916041164889626,0.335246408387819,0.413469968521322,0.408065764145022,0.302020478652736,0.227448853990434,0.320167843082898,0.377767587786682,0.0887544480022941,0.588059135103344,Anura,0.124793114862628,NA,0.176469551135235,0.0859234150642206,0.138867858154789,0.0615603413246648,0.441630869034678,0,0.117522856108308,0.0587614280541538,0.437603107605435,0.014594683321128,Very low
Uperodon montanus,NT,0.00230235333265766,0.375,0.870020431829477,0.420165859122934,0.632121259043145,0.71583585854629,0.269799559563674,0.308209351777884,0.404114023712479,0.274345446361194,0.221114307855122,0.315797758525575,0.355674184199501,0.160528801712278,0.307847997227754,Anura,0.0495420942292839,NA,0.0685540132004579,0.0407072115416941,0.0641729707129672,0.0304754164973588,0.39171776087078,0.25,0.0506903412363524,0.150345170618176,0.343139916820433,0.0386843778465136,Medium
Uperodon nagaoi,EN,0.000268142216643114,0.5,0.839153439153439,0.477824659322123,0.666553331768648,0.629802509364722,0.100926984374296,0.216685686924949,NA,0.464896783828743,0.276351860231964,NA,0.539661895825592,0.0794707527299414,0.153165960229093,Anura,0.0500937879289419,NA,0.0712519016488273,0.0407072115416941,0.0532304075845474,0.0323039414872003,0.42158796395513,0.75,0.0495174500382422,0.399758725019121,0.314411658865823,0.11554458003466,High
Uperodon rohani,LC,0.00510776948323562,0.625,0.300252466734154,0.412104882208039,0.511654061329848,0.742535737336077,0.140895054615251,0.183018225398815,0.316500673762628,0.191057917711102,0.119141518055486,0.15166053670066,0.227707216503116,0.0435118666066011,0.186251942800594,Anura,0.0559417411453161,NA,0.0651816526399961,0.0442535804454217,0.0541819348131057,0.0286468915075173,0.299627582362102,0,0.0496411601102714,0.0248205800551357,0.232024809124917,0.00571137803942925,Very low
Uperodon taprobanicus,LC,0.178548751039437,0.75,0.684315099470352,0.386343552146342,0.722952289637457,0.932769766943317,0.351937155143255,0.4348285262873,0.414133856495842,0.294755350906007,0.222793268850227,0.329141388966485,0.372084725297216,0.0829546933993095,0.318801082246005,Anura,0.103277060575968,NA,0.189284521264989,0.0832636383864249,0.12221613165502,0.0497765136123527,0.446173988067345,0,0.109563573098951,0.0547817865494755,0.40292392523102,0.0145938577177459,Very low
Vampyrius vampyrus,EN,0.000160924126259745,0.375,0.750660655992539,0.646413495221122,0.633620201527337,0.482907851775169,0.143766439061633,0.20736330372189,NA,0.572856089108185,0.403716525540065,NA,0.668819385813069,0.244443880433461,0.134640584194408,Anura,0.0872190959616021,NA,NA,0.117752075975175,0.146511793573399,0.0711363944128403,0.469932911471059,0.75,0.105654839980754,0.427827419990377,0.300981208949334,0.140537857317392,Very high
Xenorhina arboricola,LC,9.50082202120463e-05,0.125,1,0.258227822093354,0.0715242004454193,0.586781026249896,0.128223208580094,0.0649208384671203,NA,0.61373327213023,0.297574342948819,NA,0.533065277339268,NA,NA,Anura,0.0825333774688293,0.110913930789707,NA,0.0894697839679481,0.10080676901246,0.0615603413246648,0.319256248531775,0,0.0890568405127218,0.0445284202563609,0.375031669406737,0.00888453504101865,Very low
Xenorhina arndti,DD,0.000114445923722897,0.125,0,0.749789019167845,0.515139925862002,0.486882697605788,0.0569762850151328,0.0984576700040995,NA,0.93785341066358,0.362668458954446,NA,0.830142072288055,0.142033020398415,0.0966278362674766,Anura,0.0511971753282578,NA,NA,0.0531195027047406,0.075115533841387,0.0404307192198293,0.504738692445118,NA,0.0549657327735537,0.0549657327735537,0.0727550605179229,0.0257248642842773,Low
Xenorhina bidens,LC,0.00667247731629679,0.125,1,0.325249034787711,0.121912288507853,0.737122653356167,0.185130979299988,0.0877860517706489,NA,0.587903405693125,0.328040241743946,NA,0.536635860052488,0.0230028128252796,0.00854195417827446,Anura,0.0540659825664791,NA,NA,NA,0.0551334620416639,0.0327102803738318,0.363722564401491,0,0.0473032416606583,0.0236516208303291,0.23264344886397,0.00660128309141613,Very low
Xenorhina macrodisca,DD,7.78105279690391e-07,0,NA,0.379746839660537,0.129661513070854,0.475182125537089,0.142042760490798,0.0566280524967934,NA,0.755077891990069,0.34207595100682,NA,0.622967149781289,0.285121398019428,0,Anura,0.0814299900695134,NA,NA,0.0912429684198119,0.108418986840926,0.0587159691182446,0.362922785504281,NA,0.0849519786121239,0.0849519786121239,0.071280544031177,0.0286333576379899,Low
Xenorhina mehelyi,LC,0.00499749219979666,0.125,1,0.397468341074966,0.176706835328174,0.575283096162712,0.173495789459055,0.103824974738736,NA,0.724158747181109,0.363217521727841,NA,0.630144187199909,NA,NA,Anura,0.0529625951671632,NA,NA,NA,0.0798731699841782,0.0302722470540431,0.393037436609063,0,0.0543693374017948,0.0271846687008974,0.376665830733266,0.00666007159073106,Very low
Xenorhina obesa,LC,0.00405213791515471,0.125,1,0.271091333832335,0.0760037268820904,0.713601124799635,0.156061661109256,0.0604884096612264,NA,0.630906840915684,0.311270906831151,NA,0.544765853404324,0.068743790495654,0.101361473671039,Anura,0.149398653867373,NA,NA,NA,0.227359890410706,0.133482324258432,0.345523732179463,0,0.17008028951217,0.0850401447560851,0.25983148041637,0.0217486589452365,Low
Xenorhina ocellata,LC,0.000463169037498266,0.25,0.92683232538464,0.334280536415439,0.09670559209788,0.194884828077401,0.163110166875592,0.0681356376652806,NA,0.680010781773553,0.317958289336366,NA,0.573958885302499,0.646154863613896,0.318631737787432,Anura,0.0854021847070506,NA,NA,NA,0.117934259126508,0.0505891913856156,0.303630589693001,0,0.0846418784063914,0.0423209392031957,0.428416419164693,0.00734480998979523,Very low
Xenorhina ophiodon,DD,5.24720953818855e-06,0,NA,0.759493679321074,0.430101361005016,0.396447110404851,0.106125920890116,0.124486167551741,NA,0.998317440917416,0.398932601706588,NA,0.835057920775898,0.315774398066993,0.0929449087348848,Anura,0.0494317554893523,NA,NA,NA,0.0665517887843628,0.0371800081267777,0.506120275321587,NA,0.051054517466831,0.051054517466831,0.102181138502854,0.0231993937708166,Low
Xenorhina oxycephala,LC,0.0139356445465228,0.625,0.629517608185766,0.437961976445767,0.20855712342457,0.621612121752561,0.138801675126671,0.0824305910517699,0.436435554852501,0.748476149091483,0.353966580269461,0.455063402954459,0.645789039396528,0.124488723219938,0.55763167370478,Anura,0.0783405053514289,NA,NA,NA,0.113176622983717,0.0530272247054043,0.412909421436577,0,0.08151478434685,0.040757392173425,0.390114729931401,0.0102638270423955,Very low
Xenorhina parkerorum,LC,0.000944475922796693,0.125,1,0.320368238269255,0.0960030740573911,0.323252100464534,0.146290837882806,0.0678940364796458,NA,0.669915942339467,0.312323564283057,NA,0.562018810617007,0.445677928283239,0.248375736863634,Anura,0.124462098642834,NA,NA,NA,0.18168658343991,0.080658268996343,0.312258325549145,0,0.128935650359696,0.0644678251798478,0.363999628213934,0.0128030787148832,Very low
Xenorhina similis,LC,0.000544998415230625,0.25,0.793373708585679,0.357123616828071,0.127464273328716,0.262011556937939,0.144837344941732,0.0745892706863894,NA,0.694444631692224,0.315981049498932,NA,0.580725602882713,0.529027665976487,0.337078166669672,Anura,0.0302328147412557,NA,NA,NA,0.14933465766893,0.0505891913856156,0.31964716834959,0,0.0767188879319338,0.0383594439659669,0.382004907929414,0.00757753918497313,Very low
Xenorhina varia,DD,7.64526128539607e-07,0,0,0.546835440226308,0.284184384441929,0.502120566464407,0.0481381547679315,0.0468843202257728,NA,0.87875443436743,0.317017615557495,NA,0.740192134212013,0.0998324385539046,0,Anura,0.069954761116628,NA,NA,0.072979168565615,0.0922430239554354,0.0488825680617635,0.420515881282911,NA,0.0710148804248605,0.0710148804248605,0.0199666406160066,0.0292666235329883,Low
Zhangixalus achantharrhena,LC,0.000148168342028062,0.5,0.69078947368421,0.376371298129186,0.208044889300015,0.444994375670945,0.161274658494195,0.0965993612988216,NA,0.4975965860296,0.285460518082604,NA,0.486785231811289,0.312553837871586,0.121719797139785,Anura,0.0731325168266578,NA,NA,0.0768801743597153,0.0922430239554354,0.0544900446972775,0.319640864852082,0,0.0741864399597715,0.0370932199798858,0.325042255407522,0.0080026425156845,Very low
Zhangixalus burmanus,LC,0.00333084057941977,0.375,0.809105905641703,0.700027223781007,0.497671178228276,0.35518342831436,0.293655404420465,0.270307197537116,0.543876199252974,0.494109744457188,0.393118411748098,0.495341459611119,0.547168555638995,0.548932814066957,0.581709135039197,Anura,0.13880613483394,0.569653948535936,NA,0.187438224933422,0.20357170969675,0.120276310442909,0.45904588029896,0,0.243949265688592,0.121974632844296,0.463615739065455,0.0300332021716442,Low
Zhangixalus chenfui,LC,0.0134183353742326,0.375,0.977792550802236,0.620460838269407,0.641586184073147,0.673788304487622,0.471321062079765,0.486707612524587,0.661822616503325,0.339102393902019,0.452805207352359,0.561871762641866,0.487208964762144,0.211279122526537,0.532563484457322,Anura,0.0851815072271875,0.314995563442768,NA,0.123603584666326,0.130304113097765,0.0615603413246648,0.539667494659624,0,0.143129021951742,0.0715645109758712,0.422010698632066,0.0223225481270455,Low
Zhangixalus dorsoviridis,VU,0.00116567197836113,0.25,0.87442396313364,0.740408963277988,0.469205759818649,0.554788438725897,0.265834494099629,0.24198731020344,0.660628613630143,0.526638422134756,0.437071167815224,0.57548273553977,0.556798197110696,0.292661205701344,0.163631082278797,Anura,0.0733973298024937,0.260534358651287,NA,0.103359728870434,0.11790254158394,0.0447650006907761,0.502884410235619,0.5,0.119991791919786,0.309995895959893,0.316376384618428,0.106571523277811,High
Zhangixalus duboisi,VU,0.000678027163439646,0.375,0.839742029690923,0.704126261198038,0.413016319795738,0.552674017833307,0.277710053650041,0.221024127232197,0.633949205275377,0.497985939261875,0.405252667956283,0.55403622619146,0.524359093456505,0.293530653234533,0.194646306799143,Anura,0.125565486042149,NA,0.195354770273821,0.202066996661298,0.177880474525677,0.107070296627387,0.478413391185082,0.5,0.161587604826067,0.330793802413033,0.340719403377608,0.104335231931113,High
Zhangixalus dugritei,LC,0.00856643911430489,0.625,0.966949835679296,0.647298946957103,0.550999757231237,0.576198961938319,0.35421045111115,0.351872862941817,0.571434205615884,0.483960450628923,0.412750578713817,0.50930329485581,0.532974087182126,0.356630487026036,0.609248260215798,Anura,0.105925190334326,0.373558118899734,NA,0.133799395264543,0.150761948511767,0.0698902885006095,0.499100359717619,0,0.166786988302196,0.083393494151098,0.513279004407087,0.0202581664222574,Low
Zhangixalus feae,LC,0.0848067280032651,0.875,0.610183854684794,0.646580953419738,0.603527977620538,0.655758903525815,0.369212843236548,0.385432770348844,0.555024705996871,0.44864656709858,0.398582205354209,0.493332278275174,0.507761033313903,0.253453982756531,0.425336448039137,Anura,0.214498510427011,0.795326826382727,NA,0.255262530217212,0.276363542681456,0.169443315725315,0.506386023819022,0,0.342178945086744,0.171089472543372,0.449756202696745,0.0476716466896135,Medium
Zhangixalus hungfuensis,EN,0.000353842420313289,0.125,1,0.557209007447478,0.582464586115692,0.393361985977638,0.424964217007074,0.423315481738706,0.801913155129648,0.43452311507565,0.52615002908332,0.678670786965956,0.540394140318025,0.461231595586969,0.433724529288713,Anura,0.0786715215712237,0.297545104998521,NA,0.10897481293845,0.125070713340695,0.0550589191385616,0.536296650485919,0.75,0.13306421439749,0.441532107198745,0.404061993459199,0.141113465775935,Very high
Zhangixalus leucofasciatus,DD,0.000626217534527378,0.125,1,0.65330520749175,0.63421941459019,0.708338487847952,0.444628854094117,0.447644781236609,0.5337762331791,0.276922538042982,0.356787149574136,0.463990879154964,0.441756484108996,0.171032415396023,0.145182101391628,Anura,0.0962153812203465,0.384205856255546,NA,0.140005540846066,0.144577021526139,0.0814709467696058,0.49613700293208,NA,0.169294949323541,0.169294949323541,0.288368146864436,0.0597724420639476,Medium
Zhangixalus lishuiensis,DD,8.33860339639718e-07,0,NA,0.614346011711454,0.759482332729901,0.719111877282815,0.500760038205945,0.613876559974844,0.604458220297357,0.425273760554534,0.562931311190604,0.561664729367415,0.589474300509076,0.157709715583411,0.0235773390002849,Anura,0.0794438927507448,NA,NA,0.133356099151577,0.130779876712044,0.05180820804551,0.595137914182394,NA,0.0988470191649689,0.0988470191649689,0.045321972111009,0.0561614255631885,Medium
Zhangixalus minimus,NT,7.49278706547999e-05,0.25,0.997366688610929,0.75696202039604,0.605756363440504,0.628962695996338,0.312048854205436,0.303374992770786,0.583973986305792,0.285967748318094,0.33939035747694,0.453529688188976,0.432608018883333,0.198697922056926,0.0587885042543496,Anura,0.0616793556217588,NA,NA,0.0837069344993908,0.0955733692553893,0.0440877691995124,0.470257472598224,0.25,0.0712618571440128,0.160630928572006,0.300985608558572,0.0528020753486571,Medium
Zhangixalus pinglongensis,DD,7.91597818281177e-07,0,NA,0.764556941640737,0.506024124687677,0.77663291147921,0.322819492176409,0.280108624459031,0.696013395362613,0.492265216401627,0.42071634957364,0.653243193053419,0.490076130478379,0.0630411509169335,0,Anura,0.0690720511971753,0.229222123632062,0.247963595017024,0.102768667356927,0.117934259126508,0.0493701747257213,0.540245637931274,NA,0.136055145175903,0.136055145175903,0.015760485628688,0.0723447525926234,Medium
